0.97,0.40,0.10,14.71,-5.74,-44.92
0.97,0.39,0.10,16.48,-7.39,-46.02
0.96,0.38,0.11,16.66,-8.91,-47.61
0.96,0.38,0.13,15.75,-8.97,-49.26
0.95,0.38,0.16,15.69,-8.91,-50.29
0.96,0.37,0.16,16.17,-9.64,-51.03
0.95,0.34,0.14,16.48,-12.57,-51.70
0.97,0.35,0.17,14.47,-14.47,-52.73
0.98,0.34,0.16,13.24,-12.76,-54.69
0.96,0.31,0.16,18.25,-9.03,-56.88
0.94,0.27,0.16,21.24,-8.06,-57.62
0.93,0.24,0.17,21.55,-9.34,-57.25
0.94,0.23,0.17,21.36,-10.62,-57.31
0.95,0.22,0.19,21.48,-12.76,-57.56
0.96,0.20,0.18,23.62,-12.94,-57.37
0.97,0.17,0.17,26.18,-13.85,-56.52
0.98,0.15,0.17,27.59,-15.14,-54.99
0.98,0.13,0.17,27.47,-16.66,-52.98
0.99,0.12,0.18,28.02,-18.49,-51.15
1.01,0.15,0.21,26.37,-20.39,-50.17
1.00,0.17,0.22,24.78,-21.67,-49.19
1.00,0.17,0.18,24.90,-21.30,-47.85
1.00,0.16,0.19,25.51,-21.30,-46.69
0.98,0.14,0.20,26.37,-19.10,-45.84
0.98,0.11,0.23,26.61,-14.89,-44.56
1.02,0.09,0.27,25.09,-10.80,-39.79
1.00,0.17,0.26,22.83,-6.16,-34.36
0.88,0.24,0.20,25.15,-4.27,-36.25
0.82,0.24,0.20,29.66,-6.47,-45.10
0.88,0.23,0.20,26.55,-7.51,-51.64
0.91,0.20,0.25,26.49,-9.03,-52.86
0.93,0.18,0.26,26.00,-9.77,-53.16
0.93,0.15,0.25,25.57,-9.58,-54.14
0.93,0.15,0.26,24.66,-9.40,-55.85
0.94,0.14,0.22,21.36,-8.24,-57.74
0.94,0.13,0.25,21.18,-8.00,-58.47
0.94,0.13,0.27,20.57,-4.94,-59.02
0.94,0.11,0.24,20.08,-1.77,-59.69
0.93,0.09,0.22,21.42,-0.49,-60.06
0.94,0.07,0.23,21.97,0.24,-59.94
0.95,0.07,0.24,20.94,2.69,-60.49
0.93,0.05,0.24,21.48,5.07,-60.85
0.92,0.04,0.25,21.18,5.37,-60.12
0.92,0.02,0.25,19.59,5.98,-60.12
0.95,0.02,0.28,18.43,6.71,-61.16
0.94,0.00,0.25,18.07,7.57,-62.99
0.92,-0.03,0.23,18.74,5.62,-63.35
0.94,-0.06,0.22,20.51,5.43,-62.07
0.96,-0.06,0.22,20.94,5.86,-61.58
