0.84,-0.53,0.13,2.99,4.09,-0.49
0.84,-0.53,0.13,3.36,4.15,-0.73
0.83,-0.53,0.13,3.54,4.64,-0.79
0.83,-0.53,0.13,4.03,5.00,-0.92
0.83,-0.53,0.13,4.09,5.07,-0.92
0.83,-0.53,0.13,3.85,5.19,-0.98
0.83,-0.53,0.12,3.91,5.00,-0.73
0.83,-0.53,0.12,3.72,4.82,-0.55
0.83,-0.53,0.12,3.42,4.58,-0.43
0.84,-0.53,0.13,2.99,4.21,-0.43
0.83,-0.53,0.13,2.87,3.97,-0.49
0.83,-0.53,0.13,3.30,4.09,-0.37
0.83,-0.54,0.13,3.66,4.46,-0.37
0.83,-0.54,0.13,3.78,4.46,-0.31
0.83,-0.54,0.13,3.54,4.27,-0.18
0.82,-0.54,0.13,4.52,4.33,0.00
0.82,-0.54,0.13,4.82,4.46,0.24
0.82,-0.54,0.13,5.07,4.27,0.61
0.82,-0.54,0.12,5.00,4.03,0.92
0.82,-0.54,0.12,5.07,3.91,1.28
0.83,-0.54,0.12,5.00,3.66,1.65
0.83,-0.54,0.12,5.19,3.17,1.95
0.83,-0.54,0.12,5.55,2.75,2.26
0.83,-0.53,0.13,5.62,2.38,2.26
0.83,-0.53,0.13,5.92,2.26,2.44
0.83,-0.53,0.13,6.35,2.44,2.44
0.83,-0.53,0.13,6.29,2.69,2.56
0.83,-0.53,0.13,6.77,2.75,2.56
0.83,-0.53,0.12,6.84,2.93,2.56
0.83,-0.53,0.13,6.84,2.87,2.56
0.83,-0.53,0.12,7.02,2.62,2.75
0.83,-0.53,0.12,6.77,2.38,2.75
0.84,-0.52,0.13,6.29,2.14,2.62
0.84,-0.52,0.13,5.92,1.95,2.81
0.84,-0.52,0.13,6.29,1.89,2.93
0.84,-0.52,0.13,6.96,1.95,2.75
0.84,-0.52,0.13,6.59,1.83,2.81
0.84,-0.52,0.13,6.77,1.89,2.62
0.84,-0.52,0.13,7.14,2.32,2.75
0.83,-0.52,0.13,7.26,2.81,2.75
0.84,-0.52,0.13,7.45,2.75,2.69
0.84,-0.52,0.13,7.08,2.50,2.56
0.83,-0.52,0.13,7.32,2.44,2.50
0.84,-0.52,0.12,7.39,2.32,2.56
0.84,-0.52,0.12,7.45,2.38,2.50
0.84,-0.52,0.13,6.84,2.08,2.32
0.84,-0.52,0.13,6.96,1.83,2.20
0.84,-0.52,0.13,6.77,1.95,2.01
0.84,-0.52,0.13,6.47,2.08,1.89
0.84,-0.52,0.13,6.29,2.32,1.71
0.84,-0.52,0.13,6.29,2.32,1.65
0.84,-0.52,0.13,6.35,2.32,1.53
0.84,-0.52,0.13,6.35,2.38,1.28
0.84,-0.52,0.13,6.59,2.38,1.22
0.84,-0.52,0.13,6.71,2.69,1.10
0.84,-0.52,0.13,6.77,2.69,1.22
0.84,-0.52,0.13,6.53,2.69,1.16
0.84,-0.52,0.13,6.29,2.26,1.34
0.84,-0.51,0.13,5.92,2.08,1.34
0.84,-0.51,0.12,6.10,2.56,1.46
0.84,-0.52,0.13,6.04,2.81,1.53
0.84,-0.52,0.13,5.98,2.56,1.40
0.84,-0.52,0.13,6.10,2.81,1.22
0.84,-0.52,0.13,6.23,2.93,1.16
0.84,-0.51,0.13,6.16,2.62,1.10
0.84,-0.51,0.13,6.10,2.56,0.98
0.84,-0.51,0.13,6.29,2.81,0.98
0.84,-0.51,0.13,6.35,3.05,0.98
0.84,-0.51,0.13,6.29,2.99,0.85
0.84,-0.51,0.13,5.98,2.81,0.79
