0.91,0.24,-0.23,9.83,2.38,9.28
0.91,0.24,-0.24,11.17,2.2,8.73
0.91,0.23,-0.23,11.72,1.77,7.75
0.91,0.23,-0.22,12.39,1.95,6.96
0.91,0.22,-0.22,12.39,1.59,6.96
0.91,0.22,-0.21,11.96,0.98,7.51
0.91,0.23,-0.22,12.76,1.4,7.63
0.92,0.22,-0.21,13.12,1.65,7.75
0.93,0.2,-0.21,13.18,0.79,7.93
0.93,0.19,-0.2,13.18,0.73,7.45
0.94,0.18,-0.19,13.55,2.26,6.35
0.94,0.17,-0.2,12.57,2.44,5.92
0.94,0.17,-0.21,10.5,1.4,5.55
0.94,0.18,-0.21,9.22,1.28,4.88
0.94,0.18,-0.2,9.46,0.85,4.09
0.93,0.19,-0.2,9.83,0.43,3.05
0.92,0.2,-0.2,10.5,0.43,2.2
0.92,0.22,-0.2,11.05,0.98,1.46
0.93,0.23,-0.19,10.38,1.34,1.71
0.93,0.23,-0.2,10.68,0.79,2.01
0.93,0.21,-0.2,11.35,0.24,2.08
0.93,0.21,-0.19,11.47,-0.18,2.01
0.93,0.19,-0.19,10.25,0.31,2.26
0.93,0.19,-0.19,8.73,0.67,2.87
0.93,0.19,-0.19,5.74,0.24,3.05
0.93,0.2,-0.19,3.78,0.12,2.87
0.92,0.21,-0.2,3.66,0.37,2.38
0.92,0.23,-0.2,3.85,0.55,1.89
0.92,0.24,-0.2,3.97,0.0,1.71
0.92,0.23,-0.19,3.36,-1.1,1.53
0.92,0.22,-0.19,2.5,-1.89,1.71
0.91,0.23,-0.2,2.32,-1.59,2.08
0.91,0.25,-0.2,2.87,-0.37,2.14
0.91,0.25,-0.2,2.14,0.43,2.93
0.91,0.25,-0.2,0.85,0.49,3.78
0.91,0.25,-0.2,-0.24,0.79,4.27
0.91,0.25,-0.21,-0.61,1.28,4.39
0.9,0.24,-0.21,-0.67,0.61,4.39
0.91,0.22,-0.2,-0.79,-0.12,4.82
0.91,0.21,-0.2,-0.49,0.12,5.25
0.92,0.22,-0.19,0.12,0.61,5.43
0.93,0.23,-0.2,-0.12,0.24,5.55
0.93,0.23,-0.19,0.06,-0.37,5.49
0.92,0.24,-0.19,0.0,0.06,5.25
0.93,0.24,-0.19,0.06,0.43,4.76
0.93,0.24,-0.19,0.18,-0.49,4.27
0.93,0.24,-0.18,0.18,-0.85,3.23
0.93,0.22,-0.18,0.0,-0.73,2.2
0.92,0.21,-0.18,0.24,-0.73,1.77
0.92,0.2,-0.18,-0.24,-0.18,1.46
0.93,0.2,-0.18,-0.85,0.31,1.83
0.92,0.21,-0.18,-0.67,-0.06,2.26
0.92,0.22,-0.18,0.0,0.24,2.62
0.93,0.21,-0.19,0.61,0.98,2.62
0.92,0.21,-0.19,0.24,0.73,2.44
0.92,0.2,-0.2,0.12,0.98,2.08
0.93,0.22,-0.21,0.92,2.26,1.95
0.93,0.22,-0.2,0.85,1.59,2.2
0.93,0.22,-0.2,0.49,1.1,2.08
0.93,0.22,-0.2,1.16,0.92,1.59
0.93,0.22,-0.2,0.73,0.73,1.53
0.93,0.21,-0.2,0.0,0.79,1.28
0.93,0.2,-0.2,-1.53,0.24,0.85
0.92,0.2,-0.2,-2.75,-0.12,0.98
0.92,0.21,-0.21,-3.36,-0.31,1.22
0.91,0.23,-0.21,-4.15,-0.49,1.65
0.91,0.23,-0.21,-4.7,-0.31,1.83
0.91,0.23,-0.21,-4.15,0.31,2.01
0.91,0.24,-0.23,-2.56,0.92,2.5
0.9,0.24,-0.24,-1.22,1.53,2.81
0.9,0.24,-0.22,-0.37,1.59,3.54
0.92,0.25,-0.22,1.59,2.69,3.97
0.92,0.24,-0.21,2.99,2.5,3.97
0.93,0.22,-0.2,2.62,2.01,3.91
0.93,0.21,-0.19,2.38,1.53,3.85
0.93,0.19,-0.21,1.77,1.28,3.72
0.93,0.2,-0.2,2.38,1.59,3.6
0.92,0.2,-0.2,2.69,1.89,3.6
0.92,0.2,-0.21,1.34,2.32,3.66
0.93,0.2,-0.21,1.59,2.32,3.54
0.93,0.2,-0.21,1.89,1.59,2.99
0.93,0.21,-0.2,1.83,1.22,2.32
0.93,0.2,-0.19,2.32,1.53,2.38
0.93,0.2,-0.19,3.85,1.28,2.62
0.93,0.2,-0.19,5.43,1.04,2.56
0.92,0.2,-0.19,5.74,1.04,2.38
0.92,0.2,-0.2,5.49,1.34,2.38
0.92,0.2,-0.2,6.41,1.95,2.62
0.92,0.22,-0.2,7.63,3.42,2.75
0.93,0.22,-0.2,7.69,3.6,3.17
0.93,0.22,-0.2,6.29,2.75,3.6
0.92,0.21,-0.2,3.97,2.62,3.54
0.93,0.2,-0.19,1.65,2.44,3.72
0.93,0.2,-0.2,1.22,1.89,4.39
0.93,0.21,-0.2,0.61,1.53,4.52
0.92,0.21,-0.21,0.92,1.46,4.33
0.92,0.21,-0.21,1.04,1.53,4.15
0.92,0.21,-0.22,2.01,1.53,3.97
0.92,0.22,-0.21,2.2,1.83,3.91
0.92,0.24,-0.21,2.81,1.95,3.85
0.92,0.23,-0.21,3.6,1.59,3.97
0.92,0.23,-0.2,5.0,1.77,4.39
0.92,0.22,-0.19,5.13,2.14,4.64
0.92,0.22,-0.2,4.94,1.77,4.88
0.92,0.21,-0.19,5.0,1.4,4.52
0.92,0.2,-0.19,4.58,1.65,4.94
0.93,0.21,-0.2,4.21,2.14,5.31
0.92,0.21,-0.21,4.03,2.38,5.55
0.92,0.21,-0.2,4.27,2.32,5.8
0.93,0.21,-0.2,4.52,3.05,5.98
0.93,0.21,-0.21,3.72,3.05,5.98
0.93,0.19,-0.21,3.42,2.44,5.98
0.94,0.19,-0.2,4.88,1.77,5.86
0.94,0.18,-0.18,4.82,1.28,5.49
0.93,0.18,-0.19,4.39,1.04,5.49
0.93,0.18,-0.19,3.54,1.71,5.68
0.93,0.19,-0.19,3.11,2.08,5.68
0.93,0.2,-0.19,3.23,1.71,5.68
0.93,0.21,-0.18,3.48,1.71,5.31
0.93,0.21,-0.18,3.97,1.95,5.37
0.93,0.22,-0.18,4.03,2.5,5.68
0.93,0.22,-0.19,3.36,2.56,5.98
0.93,0.21,-0.19,3.48,2.14,5.98
0.93,0.2,-0.19,4.46,1.71,5.86
0.93,0.2,-0.19,4.46,1.77,5.49
0.93,0.2,-0.19,3.85,2.08,5.37
0.93,0.2,-0.19,3.78,2.01,5.62
0.92,0.2,-0.18,3.6,2.32,5.86
0.92,0.21,-0.18,3.66,2.69,6.65
0.92,0.21,-0.19,3.54,3.23,7.26
0.92,0.23,-0.2,3.54,4.21,7.69
0.92,0.23,-0.2,3.66,4.33,8.24
0.92,0.22,-0.22,4.33,3.72,8.97
0.92,0.23,-0.22,5.25,3.48,9.34
0.92,0.23,-0.21,6.84,2.99,9.22
0.92,0.22,-0.21,7.02,3.23,9.09
0.92,0.22,-0.2,7.69,3.23,9.22
0.92,0.2,-0.19,7.39,3.66,9.52
0.91,0.21,-0.19,7.32,4.03,9.77
0.91,0.22,-0.19,6.9,4.64,9.7
0.91,0.24,-0.2,6.84,5.31,9.89
0.91,0.27,-0.19,7.08,5.25,10.74
0.92,0.27,-0.18,8.0,4.52,11.29
0.92,0.26,-0.18,9.89,4.15,11.84
0.92,0.25,-0.18,10.93,5.19,12.63
0.92,0.24,-0.2,10.13,5.74,13.43
0.91,0.24,-0.21,7.63,4.94,13.98
0.91,0.24,-0.2,6.16,4.52,14.4
0.91,0.23,-0.2,5.62,5.0,15.14
0.9,0.23,-0.22,6.41,5.68,16.17
0.89,0.24,-0.23,7.26,7.08,17.03
