0.22,-0.41,0.86,-3.78,-0.06,0.92
0.22,-0.40,0.85,-4.09,0.31,1.53
0.22,-0.39,0.85,-8.30,0.79,1.89
0.21,-0.39,0.87,-11.78,-0.31,1.65
0.21,-0.39,0.87,-11.66,0.31,1.10
0.21,-0.39,0.87,-11.72,0.85,1.22
0.21,-0.39,0.87,-11.41,0.98,1.28
0.21,-0.39,0.87,-9.40,1.46,1.28
0.21,-0.39,0.86,-6.90,1.89,0.98
0.21,-0.38,0.85,-4.94,1.04,0.85
0.21,-0.39,0.86,-3.72,-0.24,0.49
0.21,-0.38,0.86,-3.66,-1.16,0.24
0.21,-0.38,0.86,-3.54,-1.71,-0.24
0.20,-0.39,0.86,-3.23,-2.14,-0.61
0.20,-0.39,0.87,-2.93,-2.50,-0.79
0.20,-0.39,0.87,-3.05,-2.75,-0.67
0.20,-0.39,0.88,-3.48,-2.38,-0.24
0.20,-0.40,0.88,-3.66,-1.89,0.31
0.20,-0.40,0.89,-3.72,-1.16,0.92
0.20,-0.39,0.88,-4.09,0.06,1.53
0.20,-0.39,0.88,-4.09,0.79,1.95
0.20,-0.39,0.88,-4.09,1.46,2.38
0.20,-0.38,0.87,-3.85,2.01,2.56
0.20,-0.38,0.88,-3.54,2.26,2.44
0.20,-0.38,0.88,-3.05,2.32,2.50
0.20,-0.38,0.88,-1.95,2.20,2.26
0.20,-0.38,0.87,-1.59,2.38,2.38
0.20,-0.38,0.88,-1.53,2.62,2.32
0.21,-0.38,0.87,-1.53,2.75,2.62
0.20,-0.38,0.87,-1.28,2.81,2.62
0.20,-0.38,0.86,-1.95,2.62,2.62
0.20,-0.38,0.86,-3.42,1.71,2.32
0.20,-0.37,0.87,-4.70,0.55,1.89
0.20,-0.38,0.88,-4.70,-0.12,1.71
0.20,-0.37,0.88,-3.54,0.18,1.77
0.20,-0.37,0.88,-2.26,0.73,1.71
0.20,-0.37,0.88,-1.04,0.85,1.22
0.20,-0.38,0.88,-0.18,0.98,0.98
0.20,-0.38,0.88,0.24,1.59,1.34
0.20,-0.38,0.89,0.49,1.89,1.53
0.20,-0.37,0.88,0.31,2.38,1.77
0.20,-0.38,0.88,0.00,3.05,1.89
0.20,-0.38,0.89,-0.06,3.30,1.95
0.20,-0.38,0.89,0.43,4.52,2.50
0.20,-0.35,0.85,1.40,5.86,2.81
0.20,-0.38,0.88,3.48,3.97,1.77
0.20,-0.38,0.88,4.33,3.54,1.34
