0.83,-0.45,0.05,32.23,-9.52,25.09
0.84,-0.44,0.05,30.76,-13.18,27.77
0.87,-0.39,0.1,27.83,-17.64,30.58
0.9,-0.37,0.11,28.63,-20.57,33.14
0.91,-0.34,0.13,31.98,-22.09,35.71
0.91,-0.34,0.14,32.35,-22.03,37.48
0.94,-0.32,0.16,28.93,-19.41,39.12
0.94,-0.3,0.15,28.2,-15.69,40.1
0.9,-0.33,0.11,34.0,-11.47,40.77
0.87,-0.35,0.07,35.4,-6.35,40.95
0.86,-0.36,0.06,33.57,-0.67,40.59
0.84,-0.38,0.03,34.42,4.64,40.53
0.82,-0.37,0.01,30.52,6.59,40.22
0.81,-0.33,-0.0,25.21,6.41,39.92
0.86,-0.23,0.02,21.3,5.8,40.41
0.91,-0.31,0.0,19.96,-0.06,38.21
0.93,-0.23,0.04,8.61,0.55,36.62
0.92,-0.24,0.06,3.72,3.78,41.44
0.82,-0.31,0.02,4.82,6.77,43.76
0.7,-0.37,-0.03,5.25,12.51,43.46
0.67,-0.41,-0.06,-8.24,16.97,43.33
0.73,-0.4,-0.04,-28.02,16.54,43.82
0.84,-0.48,0.06,-25.39,10.56,46.81
0.97,-0.49,0.23,-10.8,6.23,49.19
0.95,-0.68,0.12,14.95,-1.34,44.56
0.8,-0.74,0.04,30.21,-2.2,37.66
0.72,-0.76,0.05,20.57,-6.96,40.41
0.79,-0.69,0.09,2.14,-9.77,43.52
0.92,-0.6,0.16,-9.4,-11.47,41.2
1.03,-0.54,0.14,-11.47,-13.37,33.26
1.03,-0.54,0.12,-4.33,-15.44,24.66
1.0,-0.55,0.14,0.85,-15.5,18.68
0.99,-0.57,0.14,1.4,-10.99,13.12
0.98,-0.61,0.13,3.85,-5.19,8.48
0.99,-0.64,0.16,6.65,-1.1,5.98
0.97,-0.66,0.15,8.91,1.83,4.64
0.92,-0.69,0.18,11.11,3.54,5.8
0.92,-0.69,0.19,10.25,4.46,8.06
0.94,-0.67,0.19,8.48,1.59,8.3
0.97,-0.62,0.14,4.15,-3.66,4.7
0.98,-0.56,0.1,-1.4,-6.71,-0.49
1.0,-0.52,0.09,-6.16,-6.65,-4.64
1.01,-0.51,0.1,-8.97,-5.19,-9.28
1.0,-0.5,0.09,-12.02,-4.64,-13.79
0.96,-0.52,0.1,-12.15,-3.66,-16.48
0.94,-0.54,0.1,-11.47,-0.79,-17.15
0.97,-0.52,0.12,-13.31,2.93,-17.4
0.97,-0.49,0.12,-13.85,7.26,-18.68
0.95,-0.5,0.12,-10.8,10.56,-19.96
0.95,-0.51,0.12,-8.97,13.0,-21.61
0.94,-0.47,0.12,-10.25,14.04,-24.54
0.8,-0.59,0.1,-5.68,15.93,-25.27
0.87,-0.51,0.11,-13.85,10.5,-34.36
0.92,-0.51,0.09,-10.93,11.72,-33.39
0.89,-0.51,0.09,0.61,18.01,-32.35
0.87,-0.49,0.09,3.17,20.45,-31.56
0.86,-0.48,0.07,-0.18,18.19,-31.98
0.87,-0.48,0.02,-1.95,15.81,-33.08
0.85,-0.47,0.0,-1.46,15.01,-35.1
0.84,-0.42,0.0,-3.48,13.18,-36.93
